n;Lista wiązana;Tablica dynamiczna
1390;702;891
1391;711;882
1392;712;891
1393;711;882
1394;712;891
1395;711;892
1396;712;902
1397;711;892
1398;722;892
1399;711;902
1400;711;892
1401;712;891
1402;711;902
1403;712;902
1404;721;902
1405;711;892
1406;722;901
1407;711;892
1408;712;902
1409;721;902
1410;721;902
1411;722;902
1412;721;902
1413;721;902
1414;722;902
1415;70;70
1416;60;80
1417;721;902
1418;721;912
1419;722;911
1420;721;912
1421;721;902
1422;732;902
1423;721;911
1424;721;912
1425;4739;961
1426;722;911
1427;721;902
1428;902;1132
1429;722;912
1430;721;901
1431;721;902
1432;732;902
1433;722;901
1434;731;912
1435;721;902
1436;722;902
1437;732;911
1438;731;912
1439;721;902
1440;731;912
1441;722;911
1442;732;911
1443;731;912
1444;731;912
1445;731;912
1446;732;912
1447;732;911
1448;741;922
1449;731;922
1450;731;922
1451;731;922
1452;732;922
1453;732;921
1454;732;921
1455;731;922
1456;731;922
1457;741;922
1458;731;922
1459;742;932
1460;732;922
1461;752;922
1462;732;921
1463;742;931
1464;741;932
1465;731;922
1466;741;932
1467;741;922
1468;741;932
1469;741;922
1470;741;932
1471;741;932
1472;741;932
1473;741;932
1474;741;932
1475;741;932
1476;741;932
1477;741;932
1478;741;932
1479;741;932
1480;751;932
1481;751;942
1482;741;932
1483;741;932
1484;751;931
1485;150;191
1486;150;190
1487;752;941
1488;752;942
1489;551;682
1490;551;681
1491;751;942
1492;751;942
1493;751;941
1494;762;941
1495;752;942
1496;752;942
1497;751;942
1498;751;952
1499;751;952
1500;762;941
1501;762;952
1502;752;942
1503;761;952
1504;751;942
1505;762;951
1506;752;952
1507;751;952
1508;761;952
1509;762;951
1510;762;962
1511;761;952
1512;761;962
1513;762;951
1514;762;952
1515;761;952
1516;761;952
1517;762;961
1518;772;952
1519;771;962
1520;762;961
1521;762;952
1522;761;962
1523;772;961
1524;762;962
1525;771;962
1526;771;961
1527;762;962
1528;771;972
1529;762;962
1530;771;972
1531;771;962
1532;772;962
1533;771;962
1534;782;961
1535;771;972
1536;781;972
1537;772;962
1538;771;972
1539;782;972
1540;771;972
1541;782;971
1542;781;972
1543;782;971
1544;772;982
1545;771;971
1546;781;972
1547;772;971
1548;781;982
1549;782;971
1550;781;982
1551;782;982
1552;781;982
1553;782;982
1554;781;982
1555;782;982
1556;791;982
1557;782;982
1558;792;992
1559;781;992
1560;782;992
1561;771;982
1562;782;982
1563;771;991
1564;781;992
1565;772;982
1566;781;992
1567;772;992
1568;782;992
1569;771;992
1570;782;1002
1571;782;992
1572;781;992
1573;782;992
1574;782;992
1575;781;982
1576;782;992
1577;782;992
1578;781;1002
1579;781;1002
1580;782;1002
1581;792;1002
1582;791;1002
1583;781;1002
1584;792;1002
1585;782;992
1586;781;1012
1587;451;571
1588;451;571
1589;782;1002
1590;792;1002
1591;781;1002
1592;791;1012
1593;781;1012
1594;822;1012
1595;782;1012
1596;781;1011
1597;791;1002
1598;791;1012
1599;791;1012
1600;792;1022
1601;792;1012
1602;792;1022
1603;802;1012
1604;791;1002
1605;521;661
1606;510;671
1607;792;1012
1608;792;1012
1609;802;1022
1610;802;1022
1611;792;1022
1612;801;1022
1613;801;1022
1614;801;1022
1615;811;1022
1616;801;1022
1617;801;1022
1618;801;1022
1619;811;1022
1620;812;1022
1621;812;1022
1622;802;1022
1623;802;1022
1624;812;1032
1625;802;1032
1626;802;1022
1627;802;1032
1628;802;1022
1629;802;1032
1630;811;1032
1631;801;1022
1632;801;1032
1633;811;1032
1634;811;1032
1635;802;1032
1636;812;1032
1637;802;1042
1638;812;1042
1639;811;1032
1640;811;1042
1641;811;1032
1642;812;1032
1643;812;1032
1644;812;1052
1645;811;1042
1646;811;1042
1647;811;1042
1648;812;1042
1649;812;1042
1650;821;1042
1651;811;1032
1652;812;1042
1653;822;1052
1654;812;1042
1655;811;1042
1656;822;1052
1657;812;1042
1658;821;1052
1659;811;1042
1660;822;1052
1661;812;1052
1662;821;1052
1663;821;1052
1664;822;1052
1665;821;1052
1666;821;1052
1667;822;1062
1668;831;1052
1669;822;1052
1670;822;1052
1671;821;1062
1672;812;1052
1673;822;1052
1674;811;1052
1675;832;1052
1676;842;1062
1677;842;1052
1678;832;1052
1679;841;1062
1680;832;1062
1681;841;1062
1682;842;1062
1683;841;1062
1684;842;1072
1685;841;1062
1686;842;1062
1687;841;1062
1688;842;1072
1689;832;1062
1690;832;1072
1691;832;1072
1692;842;1072
1693;831;1072
1694;832;1072
1695;841;1072
1696;832;1072
1697;831;1072
1698;842;1072
1699;841;1072
1700;842;1072
1701;841;1073
1702;842;1082
1703;842;1072
1704;841;1072
1705;842;1072
1706;841;1072
1707;842;1072
1708;842;1082
1709;841;1072
1710;842;1072
1711;841;1082
1712;841;1082
1713;852;1082
1714;851;1083
1715;221;270
1716;231;270
1717;852;1092
1718;852;1092
1719;841;1082
1720;842;1082
1721;842;1092
1722;841;1082
