n;Lista wiązana;Tablica dynamiczna
48367;129476;30
48366;129085;30
48365;133162;31
48364;129506;20
48363;129386;40
48362;129425;20
48361;129485;30
48360;130438;40
48359;129666;30
48358;129406;30
48357;133213;40
48356;129455;20
48355;129516;30
48354;129446;30
48353;129435;40
48352;129395;20
48351;129365;161
48350;129356;30
48349;133123;30
48348;129395;30
48347;129345;30
48346;129215;30
48345;129385;40
48344;129305;20
48343;129225;30
48342;133013;30
48341;129436;30
48340;129435;20
48339;129355;41
48338;129365;20
48337;129335;30
48336;129416;30
48335;129386;150
48334;133142;20
48333;129295;30
48332;129355;30
48331;129325;30
48330;129345;30
48329;129235;20
48328;129375;20
48327;129365;30
48326;136299;20
48325;129766;40
48324;129185;20
48323;129325;30
48322;128664;30
48321;129285;40
48320;129366;30
48319;133543;220
48318;129185;30
48317;129325;30
48316;129225;30
48315;129936;40
48314;129716;20
48313;129105;40
48312;129266;20
48311;135067;40
48310;128755;30
48309;129195;30
48308;129125;30
48307;128914;30
48306;129225;30
48305;129135;40
48304;129125;20
48303;132892;30
48302;129305;20
48301;129145;30
48300;129135;31
48299;129135;30
48298;129135;30
48297;128915;40
48296;132873;30
48295;128815;40
48294;129266;20
48293;129025;40
48292;129075;20
48291;129216;30
48290;129155;20
48289;128794;40
48288;133002;30
48287;129105;40
48286;129165;20
48285;129786;41
48284;129065;30
48283;128874;30
48282;129385;30
48281;129265;30
48280;134094;40
48279;129816;30
48278;145947;30
48277;129505;41
48276;129355;20
48275;129406;30
48274;129455;30
48273;139314;30
48272;129796;40
48271;129105;200
48270;133733;30
